config_id,model_class,dataset_src,config_label,triplet,prune_rate,prune_object,prune_criterion,stage0_planes,stage1_planes,stage2_planes,deblocks_keep,shrink_keep,finetune_epochs,ckpt_status,stage0_prec,stage1_prec,stage2_prec,q_mode,q_granularity,q_object,calibrator,hardware,d_scheme,d_tactic,d_workspace_gb,latency_kind,lat_p50_ms,throughput_fps,throughput_kind,batch,ap70,n_ap_samples,ap_pipeline,ap_baseline_ref,mATE,mASE,mAOE,mAOE_ci_lo,mAOE_ci_hi,mAOE_n_tp,mAOE_basis,metric_pipeline,energy_per_frame_mj,engine_size_mb,fp16_layer_count,int8_layer_count,build_secs,eff_gmac_per_ms,nominal_gmac,ap70_by_range,is_real_measured,ap_valid,regime,ap_reuse_basis,source,exec_path,ts,onnx_path,engine_path,config_json,latency_inject_ms,cl_driving_score,cl_route_completion,notes
pyr_64-128-256_INT8_b2_E4,pyramid_fusion,E4_energy_v1,T_baseline_INT8_b2,T_baseline,0.0,none,,64,128,256,1.0,1.0,,pretrained,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7967,2513.9,batched,2,0.6228087762611115,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.234118,0.131092,0.062794,0.061506,0.064046,26751.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",266.2635,8.893,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_064_128_256_int8.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_32-64-136_FP16_b2_E4,pyramid_fusion,E4_energy_v1,T_prune50_FP16_b2,T_prune50,0.5,channel,l1_norm,32,64,136,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,1.0138,1976.7,batched,2,0.6425296366136182,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,,,,,,,,408.8431,7.498,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_032_064_136_fp16.engine,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配)"
pyr_32-64-136_INT8_b2_E4,pyramid_fusion,E4_energy_v1,T_prune50_INT8_b2,T_prune50,0.5,channel,l1_norm,32,64,136,1.0,1.0,,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7557,2652.7,batched,2,0.6389240631774932,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,,,,,,,,272.2606,4.784,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_032_064_136_int8.engine,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配)"
pyr_16-32-64_FP16_b2_E4,pyramid_fusion,E4_energy_v1,T_prune75_FP16_b2,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7537,2661.6,batched,2,0.5299883430444458,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",279.7822,6.101,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_016_032_064_fp16.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_16-32-64_INT8_b2_E4,pyramid_fusion,E4_energy_v1,T_prune75_INT8_b2,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.5908,3392.8,batched,2,0.5236363916625001,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.261503,0.140011,0.086314,0.083854,0.088785,25812.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",196.8765,4.232,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_016_032_064_int8.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_16-32-64_FP16_orinDLApipe_E3,pyramid_fusion,E3_orin_dla_pipe_v1,dla_xproc_016_032_064,dla_split_016_032_064,0.75,channel,l1_norm,16,32,64,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_tensor,W+A,none,orin_agx,DLA0||DLA1_xproc_pipeline,dla_fp16,2.0,dla_pipeline_e2e_single_frame,23.71,62.3,pipelined,1,0.5299883430444458,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes FP16 ckpt; AP 与 hw 无关),,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",,,,,,,,,True,True,front,fp16_crossplatform_exact,E3_orin_dla_pipeline.csv:real_xproc_shm_handoff,orin_dla_xproc_pipeline,,,,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_tensor"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""DLA0||DLA1_xproc_pipeline""}}",,,,"异构 DLA0||DLA1 跨进程流水; e2e单帧延迟=23.71ms 但 interframe=16.05ms -> throughput=62.3 QPS != 1000/lat(42.2). 真实证明吞吐解耦于延迟。; AP 同架构补自 core energy 未测(Orin 无能耗采集); engine_size 未填(DLA stage-split 引擎)。 | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_32-64-136_FP16_orinDLApipe_E3,pyramid_fusion,E3_orin_dla_pipe_v1,dla_xproc_032_064_136,dla_split_032_064_136,0.5,channel,l1_norm,32,64,136,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_tensor,W+A,none,orin_agx,DLA0||DLA1_xproc_pipeline,dla_fp16,2.0,dla_pipeline_e2e_single_frame,50.94,31.1,pipelined,1,0.6425296366136182,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes FP16 ckpt; AP 与 hw 无关),,,,,,,,,,,,,,,,,,True,True,front,fp16_crossplatform_exact,E3_orin_dla_pipeline.csv:real_xproc_shm_handoff,orin_dla_xproc_pipeline,,,,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_tensor"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""DLA0||DLA1_xproc_pipeline""}}",,,,异构 DLA0||DLA1 跨进程流水; e2e单帧延迟=50.94ms 但 interframe=32.17ms -> throughput=31.1 QPS != 1000/lat(19.6). 真实证明吞吐解耦于延迟。; AP 同架构补自 core energy 未测(Orin 无能耗采集); engine_size 未填(DLA stage-split 引擎)。
pyr_64-128-256_FP16_orin_E6,pyramid_fusion,E6_orin_p03,orin_base_fp16,orin_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,orin_agx,GPU,orin_30w,2.0,body_subnet_collab2_orin,48.645,20.4732,inv_latency,1,0.6308636231895992,1789.0,"DAIR_val_1789_TRT (crossplatform: 4090 FP16 AP, P0_3 output-match verified)",,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",349.999,,,,,,,,True,True,front,fp16_crossplatform_exact,lat+energy:E6_orin_p03_lat_energy.csv(orin MODE_30W tegrastats-VIN_SYS module-total); ap:4090_fp16_crossplatform(P0_3 output-match near-identical),orin_trt_collab2_tegrastats,,,base_fp16_orin.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""GPU""}}",,,,"Orin AGX MODE_30W 跨硬件点; 能耗=module-total(VIN_SYS_5V0 整模块)对 4090 整板, 非 GPU-rail。 FP16 输出与 4090 near-identical(P0_3 验证), AP 借 4090 FP16。 | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_64-128-256_INT8_orin_E6,pyramid_fusion,E6_orin_p03,orin_base_int8,orin_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,orin_agx,GPU,orin_30w,2.0,body_subnet_collab2_orin,32.9937,30.218,inv_latency,1,,,,,,,,,,,,,226.732,,,,,,,,True,False,front,none,lat+energy:E6_orin_p03_lat_energy.csv(orin MODE_30W tegrastats-VIN_SYS module-total); ap:orin_int8_NOT_match_4090(ap_valid=False),orin_trt_collab2_tegrastats,,,base_int8_orin.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""GPU""}}",,,,"Orin AGX MODE_30W 跨硬件点; 能耗=module-total(VIN_SYS_5V0 整模块)对 4090 整板, 非 GPU-rail。 INT8 ap_valid=False: Orin INT8 输出与 4090 NOT match(cross-TRT divergence), 仅 lat/energy 有效。"
pyr_32-64-128_FP16_orin_E6,pyramid_fusion,E6_orin_p03,orin_p50_fp16,orin_p50,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,orin_agx,GPU,orin_30w,2.0,body_subnet_collab2_orin,42.0645,23.6893,inv_latency,1,0.5641315043713827,1789.0,"DAIR_val_1789_TRT (crossplatform: 4090 FP16 AP, P0_3 output-match verified)",,0.247668,0.135564,0.069562,0.06797,0.071278,26154.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:ISS-029_pruned50_AP70_eval偏stage_a+0.009(两精度同向),AP保留stage_a",301.472,,,,,,,,True,True,front,fp16_crossplatform_exact,lat+energy:E6_orin_p03_lat_energy.csv(orin MODE_30W tegrastats-VIN_SYS module-total); ap:4090_fp16_crossplatform(P0_3 output-match near-identical),orin_trt_collab2_tegrastats,,,p50_fp16_orin.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""GPU""}}",,,,"Orin AGX MODE_30W 跨硬件点; 能耗=module-total(VIN_SYS_5V0 整模块)对 4090 整板, 非 GPU-rail。 FP16 输出与 4090 near-identical(P0_3 验证), AP 借 4090 FP16。 | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️ISS-029:pruned50-AP70偏gold+0.009"
pyr_32-64-128_INT8_orin_E6,pyramid_fusion,E6_orin_p03,orin_p50_int8,orin_p50,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,orin_agx,GPU,orin_30w,2.0,body_subnet_collab2_orin,32.9668,30.2547,inv_latency,1,,,,,,,,,,,,,220.974,,,,,,,,True,False,front,none,lat+energy:E6_orin_p03_lat_energy.csv(orin MODE_30W tegrastats-VIN_SYS module-total); ap:orin_int8_NOT_match_4090(ap_valid=False),orin_trt_collab2_tegrastats,,,p50_int8_orin.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""GPU""}}",,,,"Orin AGX MODE_30W 跨硬件点; 能耗=module-total(VIN_SYS_5V0 整模块)对 4090 整板, 非 GPU-rail。 INT8 ap_valid=False: Orin INT8 输出与 4090 NOT match(cross-TRT divergence), 仅 lat/energy 有效。"
pyr_16-32-64_FP16_orin_E6,pyramid_fusion,E6_orin_p03,orin_p75_fp16,orin_p75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,orin_agx,GPU,orin_30w,2.0,body_subnet_collab2_orin,26.3721,37.8272,inv_latency,1,0.5299883430444458,1789.0,"DAIR_val_1789_TRT (crossplatform: 4090 FP16 AP, P0_3 output-match verified)",,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",183.205,,,,,,,,True,True,front,fp16_crossplatform_exact,lat+energy:E6_orin_p03_lat_energy.csv(orin MODE_30W tegrastats-VIN_SYS module-total); ap:4090_fp16_crossplatform(P0_3 output-match near-identical),orin_trt_collab2_tegrastats,,,p75_fp16_orin.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""GPU""}}",,,,"Orin AGX MODE_30W 跨硬件点; 能耗=module-total(VIN_SYS_5V0 整模块)对 4090 整板, 非 GPU-rail。 FP16 输出与 4090 near-identical(P0_3 验证), AP 借 4090 FP16。 | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_16-32-64_INT8_orin_E6,pyramid_fusion,E6_orin_p03,orin_p75_int8,orin_p75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,orin_agx,GPU,orin_30w,2.0,body_subnet_collab2_orin,20.3105,49.1455,inv_latency,1,,,,,,,,,,,,,138.796,,,,,,,,True,False,front,none,lat+energy:E6_orin_p03_lat_energy.csv(orin MODE_30W tegrastats-VIN_SYS module-total); ap:orin_int8_NOT_match_4090(ap_valid=False),orin_trt_collab2_tegrastats,,,p75_int8_orin.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""GPU""}}",,,,"Orin AGX MODE_30W 跨硬件点; 能耗=module-total(VIN_SYS_5V0 整模块)对 4090 整板, 非 GPU-rail。 INT8 ap_valid=False: Orin INT8 输出与 4090 NOT match(cross-TRT divergence), 仅 lat/energy 有效。"
pyr_64-128-256_FP16_collab2req2_P12,pyramid_fusion,P12_collab2_throughput,collab2_req2,T1_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,none,rtx4090,GPU_multi_context,default,4.0,body_subnet_collab2,1.7934,811.9,batched_request,2,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched base FP16 core; AP 与并发无关),,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",462.4518,,,,,,,,True,True,ablation_throughput_saturation,core_exact_reuse_4090,P12_collab2_request_batch.csv:p12_collab2_request_batch;multi-context;CUDA-Event;util-smi,trt_multi_context_concurrent,,,models/stage_a_cache/base_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU_multi_context""}}",,,,"#12 collab2 多流: 2 并发 request, throughput=811.9 req/s (decoupling vs n=1 = 1.106x; SM@1 已饱和 util=92.0%)。峰值仅 1.106x -> throughput 塌回 ~1/lat -> 主前沿诚实 2D(lat,energy)。throughput_kind=batched_request 非主 Pareto。 | energy: E5 collab2 双agent NVML 实测(frame=1) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_64-128-256_FP16_collab2req4_P12,pyramid_fusion,P12_collab2_throughput,collab2_req4,T1_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,none,rtx4090,GPU_multi_context,default,4.0,body_subnet_collab2,3.1856,803.7,batched_request,4,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched base FP16 core; AP 与并发无关),,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",462.4518,,,,,,,,True,True,ablation_throughput_saturation,core_exact_reuse_4090,P12_collab2_request_batch.csv:p12_collab2_request_batch;multi-context;CUDA-Event;util-smi,trt_multi_context_concurrent,,,models/stage_a_cache/base_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU_multi_context""}}",,,,"#12 collab2 多流: 4 并发 request, throughput=803.7 req/s (decoupling vs n=1 = 1.094x; SM@1 已饱和 util=94.2%)。峰值仅 1.106x -> throughput 塌回 ~1/lat -> 主前沿诚实 2D(lat,energy)。throughput_kind=batched_request 非主 Pareto。 | energy: E5 collab2 双agent NVML 实测(frame=1) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_64-128-256_FP16_collab2req8_P12,pyramid_fusion,P12_collab2_throughput,collab2_req8,T1_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,none,rtx4090,GPU_multi_context,default,4.0,body_subnet_collab2,7.361,694.3,batched_request,8,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched base FP16 core; AP 与并发无关),,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",462.4518,,,,,,,,True,True,ablation_throughput_saturation,core_exact_reuse_4090,P12_collab2_request_batch.csv:p12_collab2_request_batch;multi-context;CUDA-Event;util-smi,trt_multi_context_concurrent,,,models/stage_a_cache/base_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU_multi_context""}}",,,,"#12 collab2 多流: 8 并发 request, throughput=694.3 req/s (decoupling vs n=1 = 0.945x; SM@1 已饱和 util=96.4%)。峰值仅 1.106x -> throughput 塌回 ~1/lat -> 主前沿诚实 2D(lat,energy)。throughput_kind=batched_request 非主 Pareto。 | energy: E5 collab2 双agent NVML 实测(frame=1) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
